County,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,,,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022
Harrison,65631,65631,65631,65631,65631,65631,65631,65631,39572,39825,42822,43463,44441,44185,44637,45776,45762,8710,26288,14801,13002,26814,22772,11818,29850,21449,0.220105125,0.660087884,0.345640092,0.299151002,0.603361761,,,,,,,11.59070935,14.94287508,3.003982809,9.832709997,12.79945416,2.701148103,3.182943347,6.865629816,3.569084531,2.000912964,13.5499087,11.3224435,49.27669346,35.68312285,-9.10629134,53.85446929,44.91588406,-5.80976638
Hartley,6062,6062,6062,6062,6062,6062,6062,6062,2736,2780,2860,2857,2974,2835,2784,2891,2675,602,1923,1114,1143,1964,1611,1219,2091,1579,0.22002924,0.691726619,0.38951049,0.400070004,0.660390047,,,,,,,6.978417266,3.992805755,-2.790854069,4.42251462,1.754385965,-2.555127756,-0.874125874,-6.468531469,-5.643738977,2.132085283,8.736349454,6.466395112,89.86710963,102.4916944,6.649168854,44.61400359,41.74147217,-1.986343886
Haskell,5899,5899,5899,5899,5899,5899,5899,5899,3607,3600,3497,3333,3393,3306,3262,3370,3370,451,2035,1068,1079,1765,1679,985,2253,1674,0.125034655,0.565277778,0.305404633,0.323732373,0.520188624,,,,,,,-5.75,-6.388888889,-0.677866195,-7.596340449,-9.564735237,-2.130213021,-5.461824421,-3.631684301,1.935874168,-13.26781327,10.71253071,27.64872521,139.2461197,118.4035477,-8.711770158,57.20973783,56.74157303,-0.297796307
Hays,157107,157107,157107,157107,157107,157107,157107,157107,95904,97002,106632,110977,121593,134654,142027,153258,167844,13774,59723,39688,34380,73589,79975,40715,109963,89953,0.143622789,0.615688336,0.372195964,0.309793921,0.605207537,,,,,,,25.35102369,57.99468052,26.04179517,15.71675843,48.09288455,27.97877038,26.27916573,57.40490659,24.64835801,23.21718601,84.12169516,49.42858308,149.600697,195.5931465,18.4264107,101.5092723,126.6503729,12.47639887
Hemphill,3807,3807,3807,3807,3807,3807,3807,3807,2129,2158,2283,2279,2366,2284,2308,2350,2304,885,1509,830,1282,1721,1376,893,1729,1385,0.415688116,0.699258573,0.363556724,0.562527424,0.727387997,,,,,,,9.638554217,8.897126969,-0.67624683,7.045561296,8.407703147,1.272487933,0.043802015,0.919842313,0.875656743,14.0490391,14.57919152,0.46484602,44.85875706,0.903954802,-30.34321373,65.78313253,66.86746988,0.654069767
Henderson,78532,78532,78532,78532,78532,78532,78532,78532,47950,48075,49181,48793,50518,51423,52524,54589,58226,9718,27960,17367,17543,30572,26969,14923,36492,28124,0.202669447,0.581591264,0.353124174,0.359539278,0.605170434,,,,,,,5.081643266,13.54966199,8.058513797,1.758081335,9.539103233,7.64658865,4.558671031,18.39124865,13.22948875,9.341917024,30.51502146,19.36412404,80.52068327,53.56040338,-14.9347318,55.28876605,61.93931019,4.282694946
Hidalgo,774769,774769,774769,774769,774769,774769,774769,774769,275198,284268,320229,321512,338519,362358,379536,391129,417402,53714,141155,83522,77930,176160,153207,82160,222593,143678,0.195183105,0.496556067,0.260819601,0.242385976,0.52038438,,,,,,,19.08445551,37.59163888,15.54122516,16.82933742,37.91379298,18.04722685,13.15589781,30.34484697,15.19050221,24.79897984,57.6940243,26.35842416,45.08321853,52.95826042,5.427948159,83.43310744,72.02413735,-6.219689701
Hill,35089,35089,35089,35089,35089,35089,35089,35089,21602,21704,22025,22450,22825,22595,22676,23549,25043,4806,12163,9005,10077,13113,11445,6838,14933,11408,0.2224794,0.560403612,0.408853575,0.448864143,0.574501643,,,,,,,5.164946554,8.500737191,3.17196057,3.925562448,4.971761874,1.006681514,2.587968218,13.70261067,10.83425537,7.810573049,22.77398668,13.87935636,109.6754057,42.28048273,-32.14250273,27.09605775,26.6851749,-0.323285277
Hockley,22935,22935,22935,22935,22935,22935,22935,22935,13011,13182,13513,13471,13720,13558,13423,13760,13488,3021,7145,3696,4421,7363,6095,3767,8102,5579,0.232188148,0.542027007,0.273514394,0.328186475,0.536661808,,,,,,,4.081323016,4.384767107,0.29154519,3.535469987,3.16655138,-0.356320986,0.333012654,-0.18500703,-0.516300339,3.051084675,13.39398181,10.03666984,46.34227077,24.69381,-14.79303325,64.90800866,50.9469697,-8.465955701
Hood,51182,51182,51182,51182,51182,51182,51182,51182,33501,33986,35903,36680,38281,40537,42222,44739,48708,7411,22580,13652,15704,26477,25091,15992,32920,27332,0.221217277,0.66439122,0.380246776,0.428135224,0.691648599,,,,,,,12.63755664,31.63949862,16.86998772,9.489268977,26.03205874,15.10905125,12.90699942,35.66554327,20.1568937,17.25863596,45.79273694,24.33432791,111.9012279,115.7873431,1.833927662,83.78992089,100.2050982,8.931489379
Hopkins,35161,35161,35161,35161,35161,35161,35161,35161,20562,20786,21486,21766,22495,22618,23163,23896,24706,3210,12753,7735,8074,13804,11927,6107,15999,12352,0.156113219,0.613537958,0.360001862,0.370945511,0.613647477,,,,,,,8.221880112,14.96199365,6.228050678,5.855461531,12.64954771,6.418267022,5.268546961,14.98650284,9.231585463,8.241198149,25.45283463,15.90118806,151.5264798,90.24922118,-24.36215011,54.19521655,59.68972204,3.563343674
Houston,23732,23732,23732,23732,23732,23732,23732,23732,13098,13078,12940,12731,13151,12959,13173,13421,13477,3723,8194,4670,5233,8353,7408,4980,9450,7223,0.284241869,0.626548402,0.360896445,0.411043909,0.635160824,,,,,,,0.558189326,2.622725187,2.053075812,-2.801954497,0.572606505,3.47184039,0.14683153,4.14992272,3.997222008,1.940444227,15.32828899,13.13300611,40.55868923,33.76309428,-4.834702847,58.62955032,54.66809422,-2.497300216
Howard,35012,35012,35012,35012,35012,35012,35012,35012,16089,16195,16790,16550,17050,16890,16919,17471,16941,2411,8691,4283,4389,8746,7404,4324,10240,6573,0.149853937,0.536647113,0.255092317,0.265196375,0.512961877,,,,,,,5.279407224,7.878974992,2.469208211,2.865311704,5.158804152,2.229607251,0.595592615,0.899344848,0.301953819,0.632838569,17.82303532,17.08209467,82.04064703,79.34467026,-1.480975165,72.86948401,53.46719589,-11.22366288
Hudspeth,3476,3476,3476,3476,3476,3476,3476,3476,1597,1632,1739,1729,1840,1920,1998,2079,2086,492,863,480,452,871,928,525,1157,920,0.308077646,0.52879902,0.276020702,0.261422788,0.473369565,,,,,,,12.74509804,27.38970588,12.98913043,8.265497808,25.10958046,15.55812608,10.40828062,19.95399655,8.645833333,0.926998841,34.06720742,32.8358209,-8.130081301,6.707317073,16.15044248,93.33333333,91.66666667,-0.862068966
Hunt,86129,86129,86129,86129,86129,86129,86129,86129,46799,47328,49123,49930,52405,54928,56173,59301,64313,10482,28248,16440,16659,32062,28608,16361,38797,30631,0.223979145,0.596855984,0.334670114,0.333647106,0.61181185,,,,,,,10.72726504,25.29792089,13.15904971,6.690313896,20.03034253,12.50350491,11.817275,30.92237852,17.0860035,13.50184084,37.34423676,21.00617553,58.92959359,56.08662469,-1.788822859,74.01459854,86.31995134,7.071448546
Hutchinson,22150,22150,22150,22150,22150,22150,22150,22150,13544,13572,13433,13344,13616,13462,13321,13504,13324,2778,7928,4496,5381,8157,6657,4914,8815,6095,0.205109273,0.584143826,0.334698131,0.403252398,0.599074618,,,,,,,0.324196876,-0.501031536,-0.822561692,-1.476668636,-1.646485529,-0.17236211,0.21588625,-0.811434527,-1.025107711,2.888496468,11.18819374,8.066691185,93.70050396,76.88984881,-8.678684259,48.06494662,35.56494662,-8.44224125
Irion,1599,1599,1599,1599,1599,1599,1599,1599,1262,1284,1313,1308,1338,1303,1267,1295,1229,544,790,440,456,779,740,542,897,699,0.431061807,0.615264798,0.335110434,0.348623853,0.582212257,,,,,,,4.205607477,0.856697819,-3.213751868,3.645007924,0.396196513,-3.134556575,-0.761614623,-6.397562833,-5.679201842,-1.392405063,13.5443038,15.14762516,-16.17647059,-0.367647059,18.85964912,68.18181818,58.86363636,-5.540540541
Jack,9044,9044,9044,9044,9044,9044,9044,9044,4737,4701,4794,4897,5077,5045,5076,5251,5607,819,2966,1752,2081,3396,2819,2048,3792,3003,0.172894237,0.630929589,0.365456821,0.424954054,0.668898956,,,,,,,7.998298234,11.69963837,3.4272208,3.377665189,7.156428119,3.655299163,5.235711306,16.95869837,11.13974232,14.49763992,27.84895482,11.66077739,154.0903541,150.0610501,-1.585776069,60.90182648,71.40410959,6.527137283
Jackson,14075,14075,14075,14075,14075,14075,14075,14075,8543,8679,8799,8794,9097,9137,9170,9456,9542,1587,5021,2947,3127,5325,4766,2912,6367,4613,0.185766124,0.578522871,0.334924423,0.355583352,0.58535781,,,,,,,4.816223067,8.952644314,3.946355942,2.938077959,7.339342151,4.275642484,3.841345607,8.44414138,4.432527088,6.054570803,26.80740888,19.56807512,97.0384373,83.49086326,-6.875599616,61.7237869,56.53206651,-3.210239194
Jasper,35710,35710,35710,35710,35710,35710,35710,35710,21098,21526,22333,23205,23624,22744,22605,23353,23730,4842,13643,7142,7330,13491,11960,7591,15732,11458,0.229500427,0.633791694,0.319795818,0.315880198,0.571071791,,,,,,,9.746353247,8.487410573,-1.147138503,9.9867286,7.142857143,-2.585649644,1.840325975,6.255317244,4.335209286,-1.114124459,15.31188155,16.61107405,51.38372573,56.77406031,3.560709413,67.46009521,60.43125175,-4.197324415
Jeff Davis,2342,2342,2342,2342,2342,2342,2342,2342,1545,1513,1682,1580,1654,1715,1623,1664,1564,693,1191,1051,806,1216,1177,807,1307,1054,0.448543689,0.787177792,0.624851367,0.510126582,0.735187424,,,,,,,9.319233311,9.980171844,0.604594921,2.265372168,5.048543689,2.721518987,1.961950059,-7.015457788,-8.804664723,2.099076406,9.739714526,7.483552632,16.30591631,16.45021645,0.124069479,11.9885823,0.285442436,-10.45029737
Jefferson,252273,252273,252273,252273,252273,252273,252273,252273,141224,141929,145993,145753,149203,147651,147132,149094,148045,27168,88542,53709,41219,88872,74831,34604,95469,62806,0.192375234,0.623847135,0.367887501,0.282800354,0.59564486,,,,,,,5.12509776,5.048298797,-0.073054831,3.206961989,4.183424914,0.946121178,1.135670888,1.405546841,0.266845467,0.372704479,7.823405841,7.423035377,51.71893404,27.37043581,-16.04842427,39.32674226,16.93757098,-16.06954337
Jim Hogg,5300,5300,5300,5300,5300,5300,5300,5300,3687,3775,3854,3880,3942,3818,3820,3795,3701,1727,1697,734,2191,2186,1510,1244,2093,1646,0.468402495,0.449536424,0.190451479,0.564690722,0.554540842,,,,,,,4.42384106,0.529801325,-3.729071537,5.234608082,3.607268782,-1.546391753,-0.934094447,-3.969901401,-3.06443164,28.81555687,23.33529758,-4.254345837,26.86740012,-27.96757383,-43.22227293,105.7220708,124.2506812,9.006622517
Jim Wells,40838,40838,40838,40838,40838,40838,40838,40838,25048,25249,25665,25785,26511,26349,26355,26581,26590,6781,11167,5870,9650,12555,10036,5961,13865,9725,0.270720217,0.442274942,0.22871615,0.374248594,0.473577006,,,,,,,4.998217751,5.275456454,0.264041341,2.942350687,5.217981476,2.210587551,2.665108124,3.604130138,0.914645717,12.42947972,24.16047282,10.43409,42.30939389,-12.09261171,-38.22797927,70.97103918,65.67291312,-3.098844161
Johnson,150934,150934,150934,150934,150934,150934,150934,150934,78353,79269,84074,85790,91876,96882,100546,106212,116702,11587,48840,29284,29275,58102,52650,23717,72440,56092,0.147882021,0.616129887,0.348312201,0.341240238,0.632395838,,,,,,,15.90407347,33.98932748,15.60363969,9.491659541,28.32437813,17.20013988,15.23419844,38.80866855,20.45787659,18.96396396,48.32104832,24.67729166,152.6538362,104.6862864,-18.98548249,79.79101216,91.54487092,6.537511871
Jones,20202,20202,20202,20202,20202,20202,20202,20202,9756,9778,9885,9857,10100,9932,9288,9623,10297,1229,5619,3379,3736,5990,4996,3177,6747,5007,0.12597376,0.574657394,0.341831057,0.379019986,0.593069307,,,,,,,3.293106975,-1.585191246,-4.722772277,1.035260353,-4.79704797,-5.772547428,0.475467881,4.167931209,3.674989932,6.602598327,20.0747464,12.63772955,203.9869813,158.5028478,-14.96252677,47.85439479,48.17993489,0.220176141
Karnes,14824,14824,14824,14824,14824,14824,14824,14824,7599,7699,7816,7762,7934,8019,8125,8325,8347,2198,4181,2589,2629,4281,4149,2400,5254,3856,0.289248585,0.54305754,0.331243603,0.338701366,0.539576506,,,,,,,3.05234446,8.130926094,4.928157298,2.145019081,6.921963416,4.676629735,2.597236438,6.793756397,4.090285572,2.391772303,25.66371681,22.7283345,19.60873521,9.190172884,-8.710536326,60.25492468,48.93781383,-7.061942637
Kaufman,103350,103350,103350,103350,103350,103350,103350,103350,56796,57680,61605,63530,67608,72156,75783,81757,93613,9569,35269,20580,20763,41849,38464,20694,56957,43015,0.168480175,0.611459778,0.334063794,0.326821974,0.618994794,,,,,,,17.21220527,41.74237171,20.92799669,11.85646877,33.43017114,19.28695105,17.12685659,51.95682169,29.73695881,18.65661062,61.49309592,36.10122106,116.9819208,116.2608423,-0.332321919,86.89990282,109.0136054,11.83184276
Kendall,33410,33410,33410,33410,33410,33410,33410,33410,24741,24993,26733,27659,29072,30465,31676,33731,36478,7188,17890,11945,11329,20435,19859,9758,26576,22587,0.29052989,0.715800424,0.44682602,0.40959543,0.702910017,,,,,,,16.32056976,34.9617893,16.02572922,11.79418779,28.03039489,14.52330164,13.96027382,36.45307298,19.73740358,14.22582448,48.55226383,30.05138243,57.6099054,35.7540345,-13.86706682,66.25366262,89.09167015,13.73684476
Kenedy,416,416,416,416,416,416,416,416,359,360,346,308,318,303,293,292,297,164,172,125,150,186,205,144,211,162,0.456824513,0.477777778,0.361271676,0.487012987,0.58490566,,,,,,,-11.66666667,-18.88888889,-8.176100629,-14.20612813,-18.38440111,-4.87012987,-12.42774566,-14.16184971,-1.98019802,8.139534884,22.6744186,13.44086022,-8.536585366,-12.19512195,-4,64,29.6,-20.97560976
Kent,808,808,808,808,808,808,808,808,619,613,611,603,615,579,591,595,587,145,405,307,289,434,344,237,481,351,0.234248788,0.660685155,0.502454992,0.479270315,0.705691057,,,,,,,0.326264274,-2.936378467,-3.25203252,-2.584814216,-4.523424879,-1.990049751,-5.237315876,-3.927986907,1.381692573,7.160493827,18.7654321,10.82949309,99.31034483,63.44827586,-17.99307958,12.05211726,14.33224756,2.034883721
Kerr,49625,49625,49625,49625,49625,49625,49625,49625,31687,31883,32646,33385,34639,35559,36082,37649,39002,9289,21879,14936,14171,23297,22215,13336,27889,22604,0.29314861,0.68622777,0.457513937,0.424472068,0.672565605,,,,,,,8.644105009,18.08487282,8.689627299,5.358664437,13.87004134,8.078478359,8.922992097,19.46946027,9.682499508,6.481100599,27.46926276,19.71069236,52.5567876,43.56766067,-5.892315292,48.73460096,51.3390466,1.751069097
Kimble,4607,4607,4607,4607,4607,4607,4607,4607,2881,2900,2877,2840,2916,2885,2982,3102,3169,1397,1892,1231,1182,1978,1720,1437,2292,1881,0.484901076,0.652413793,0.42787626,0.416197183,0.678326475,,,,,,,0.551724138,6.965517241,6.378600823,-1.423116973,3.505727178,5,0.278067431,10.14946124,9.844020797,4.545454545,21.14164905,15.87462083,-15.39012169,2.863278454,21.57360406,39.72380179,52.80259951,9.360465116
King,286,286,286,286,286,286,286,286,182,181,186,188,202,183,175,182,158,63,145,94,117,159,131,115,159,103,0.346153846,0.801104972,0.505376344,0.622340426,0.787128713,,,,,,,11.60220994,0.552486188,-9.900990099,3.296703297,-3.846153846,-6.914893617,-1.612903226,-15.05376344,-13.66120219,9.655172414,9.655172414,0,85.71428571,82.53968254,-1.709401709,39.36170213,9.574468085,-21.3740458
Kinney,3598,3598,3598,3598,3598,3598,3598,3598,2301,2320,2295,2200,2246,2238,2216,2263,2178,760,1426,1212,873,1432,1203,1015,1628,1205,0.330291178,0.614655172,0.528104575,0.396818182,0.637577916,,,,,,,-3.189655172,-2.456896552,0.756901158,-4.389395915,-3.694046067,0.727272727,-2.483660131,-5.098039216,-2.680965147,0.420757363,14.1654979,13.68715084,14.86842105,33.55263158,16.26575029,-0.742574257,-0.577557756,0.166251039
Kleberg,32061,32061,32061,32061,32061,32061,32061,32061,16397,16535,17405,17261,18009,18060,18121,18692,18599,3266,9013,5797,4791,9679,8685,4341,11186,7683,0.199182777,0.545086181,0.333065211,0.277562134,0.537453495,,,,,,,8.914423949,13.04505594,3.79254817,5.269256571,10.51411844,4.982330108,3.763286412,6.860097673,2.984496124,7.389326528,24.10961944,15.56979027,46.69320269,32.91488059,-9.392611146,49.81887183,32.53406935,-11.53713299
Knox,3719,3719,3719,3719,3719,3719,3719,3719,2236,2263,2372,2390,2444,2418,2373,2382,2176,230,1510,900,807,1367,1097,875,1456,1045,0.102862254,0.667255855,0.379426644,0.337656904,0.559328969,,,,,,,7.998232435,5.258506407,-2.536824877,6.887298748,6.127012522,-0.711297071,1.939291737,-8.26306914,-10.0082713,-9.470198675,-3.57615894,6.510607169,250.8695652,280.4347826,8.426270136,21.88888889,16.11111111,-4.740200547
La Salle,6886,6886,6886,6886,6886,6886,6886,6886,3935,3950,4100,4107,4170,4281,4365,4436,4317,1373,1673,868,1100,2109,1504,1357,2439,1469,0.348919949,0.423544304,0.211707317,0.267835403,0.505755396,,,,,,,5.569620253,12.30379747,6.378896882,4.371029225,10.92757306,6.281957633,4.414634146,5.292682927,0.840925018,26.06096832,45.78601315,15.64722617,-19.88346686,-1.165331391,23.36363636,73.2718894,69.23963134,-2.32712766
Lamar,49793,49793,49793,49793,49793,49793,49793,49793,27979,28116,29766,30080,31030,31449,31391,32351,32252,7862,17294,11022,11592,18823,16639,8928,21410,15402,0.280996462,0.615094608,0.370288248,0.38537234,0.60660651,,,,,,,10.36420543,15.06259781,4.25717048,7.509203331,12.19486043,4.35837766,5.654101996,8.351810791,2.553340329,8.841216607,23.80016191,13.74382405,47.44339863,13.55889087,-22.98136646,50.96171294,39.73870441,-7.434341006
Lamb,13977,13977,13977,13977,13977,13977,13977,13977,8320,8314,8318,8067,8303,8048,7943,8067,7855,1301,4111,2120,2920,4003,3478,2023,4445,3088,0.156370192,0.494467164,0.254868959,0.361968514,0.482114898,,,,,,,-0.132306952,-2.970892471,-2.84234614,-3.040865385,-4.53125,-1.537126565,-3.24597259,-5.566241885,-2.398111332,-2.62709803,8.124543907,11.04171871,124.4427364,55.49577248,-30.71917808,64.05660377,45.66037736,-11.213341
Lampasas,19677,19677,19677,19677,19677,19677,19677,19677,12503,12537,13088,13173,13786,13992,14508,15396,15896,1954,7322,4698,4413,8413,7590,3872,10431,8280,0.156282492,0.584031267,0.358954768,0.335003416,0.610256782,,,,,,,9.962510968,22.80449868,11.67851443,5.358713909,16.03615132,10.13436575,6.907090465,21.45476773,13.60777587,14.90030046,42.46107621,23.98668727,125.8444217,98.15762538,-12.25923408,61.55810983,76.24521073,9.090909091
Lavaca,19263,19263,19263,19263,19263,19263,19263,19263,12831,12862,13131,13051,13259,13137,13297,13622,14000,2622,8372,5060,4639,8733,7765,4628,10242,8236,0.204348843,0.650909656,0.385347651,0.35545169,0.658646957,,,,,,,3.086611724,5.908878868,2.737763029,1.714597459,3.631829164,1.884913033,0.045693397,6.617927043,6.56923194,4.311992355,22.33635929,17.27928547,76.92601068,76.5064836,-0.237120069,53.45849802,62.76679842,6.06567933
Lee,16612,16612,16612,16612,16612,16612,16612,16612,9278,9361,9876,9955,10294,10384,10643,11121,11553,1730,6240,4285,3836,6558,5852,3690,8122,6309,0.1864626,0.666595449,0.433880113,0.385334003,0.637070138,,,,,,,9.96688388,18.80141011,8.033806101,7.296831214,14.71222246,6.91109995,5.143782908,16.98055893,11.25770416,5.096153846,30.16025641,23.84873437,121.734104,113.2947977,-3.806047967,36.56942824,47.23453909,7.809295967
Leon,16801,16801,16801,16801,16801,16801,16801,16801,10588,10697,10885,10922,11166,11071,11291,11684,11892,3895,6960,4275,4240,7484,6606,4528,8722,6897,0.367869286,0.650649715,0.392742306,0.388207288,0.67024897,,,,,,,4.384406843,9.226886043,4.63908293,3.154514545,6.639591991,3.378502106,1.708773542,9.251263206,7.415770933,7.528735632,25.31609195,16.54195617,8.857509628,16.25160462,6.79245283,54.52631579,61.33333333,4.405086285
Liberty,75643,75643,75643,75643,75643,75643,75643,75643,41817,42099,42329,41728,43674,43898,44987,46542,49920,8462,22982,12654,13360,24456,20701,12003,29335,19854,0.202357893,0.545903703,0.298943986,0.320168712,0.559967028,,,,,,,3.741181501,10.55369486,6.566836104,-0.212832102,7.580649018,7.810103528,3.706678636,17.93333176,13.71816484,6.413715081,27.64337307,19.95011449,57.88229733,41.84589931,-10.15718563,63.59253991,56.89900427,-4.091589778
Limestone,23384,23384,23384,23384,23384,23384,23384,23384,13145,13188,13410,13254,13662,13580,13563,13965,13959,2573,7654,4314,4523,7828,6957,5274,9097,6869,0.195739825,0.580376099,0.321700224,0.34125547,0.572976138,,,,,,,3.594176524,5.891719745,2.217830479,0.829212628,3.179916318,2.331371661,1.267710664,4.093959732,2.790868925,2.273321139,18.85288738,16.2110373,75.78701904,104.9747377,16.60402388,61.26564673,59.22577654,-1.264913037
Lipscomb,3302,3302,3302,3302,3302,3302,3302,3302,1868,1903,1981,2014,2047,1986,1963,1972,1901,702,1192,888,1069,1354,1084,877,1358,982,0.375802998,0.626379401,0.448258455,0.530784508,0.661455789,,,,,,,7.566999475,3.625853915,-3.663898388,7.815845824,5.085653105,-2.532274081,0.252397779,-4.038364462,-4.279959718,13.59060403,13.9261745,0.295420975,52.27920228,24.92877493,-17.96071094,22.07207207,10.58558559,-9.409594096
Live Oak,11531,11531,11531,11531,11531,11531,11531,11531,6986,7013,7085,7023,7260,7203,7309,7572,7678,1223,4138,2461,2452,4302,3664,2163,5068,4024,0.175064415,0.590047055,0.347353564,0.349138545,0.592561983,,,,,,,3.522030515,7.970911165,4.297520661,0.52963069,4.62353278,4.072333761,1.665490473,8.369795342,6.594474525,3.963267279,22.47462542,17.80567178,100.4905969,76.86017989,-11.7862969,48.88256806,63.51076798,9.825327511
Llano,19301,19301,19301,19301,19301,19301,19301,19301,13748,13905,14442,14580,15154,15603,15761,16656,17543,4142,9699,7135,6710,10630,10276,6412,12740,11037,0.301280186,0.697518878,0.494045146,0.460219479,0.70146496,,,,,,,8.982380439,19.78425027,9.911574502,6.051789351,14.64212976,8.100137174,8.039052763,21.47209528,12.43350638,9.598927725,31.35374781,19.8494826,61.99903428,54.8044423,-4.441132638,44.02242467,54.68815697,7.405605294
Loving,82,82,82,82,82,82,82,82,120,118,122,110,110,121,113,111,109,27,64,42,47,66,56,38,66,78,0.225,0.542372881,0.344262295,0.427272727,0.6,,,,,,,-6.779661017,-5.93220339,0.909090909,-8.333333333,-5.833333333,2.727272727,-0.819672131,-10.6557377,-9.917355372,3.125,3.125,0,74.07407407,40.74074074,-19.14893617,33.33333333,85.71428571,39.28571429
Lubbock,278831,278831,278831,278831,278831,278831,278831,278831,148679,149985,157067,157694,166450,175515,176827,183220,187890,28057,92399,47632,53251,99020,91610,44689,120831,83773,0.18870856,0.616054939,0.303259119,0.337685644,0.594893361,,,,,,,10.97776444,22.15888255,10.07509763,6.063398328,18.93206169,12.13299174,11.74530614,19.62410946,7.050679429,7.165661966,30.77089579,22.02686326,89.79577289,59.27932423,-16.07857129,92.3286866,75.87546187,-8.554742932
Lynn,5915,5915,5915,5915,5915,5915,5915,5915,3795,3799,3864,3770,3879,3919,3934,4016,4100,665,1958,1211,1405,2019,1702,1116,2312,1732,0.175230567,0.515398789,0.313405797,0.372679045,0.520494973,,,,,,,2.10581732,5.712029481,3.531838103,-0.658761528,3.662714097,4.350132626,1.423395445,6.107660455,4.618525134,3.115423902,18.07967314,14.51213472,111.2781955,67.81954887,-20.56939502,40.54500413,43.02229562,1.762632197
Madison,13664,13664,13664,13664,13664,13664,13664,13664,6420,6479,6945,6948,7193,7397,7555,7806,8159,1535,4028,2448,2429,4361,3836,2436,5298,3926,0.239096573,0.62170088,0.352483801,0.349597006,0.606283887,,,,,,,11.02021917,20.4815558,8.522174336,8.224299065,17.67912773,8.736327001,6.508279338,17.48020158,10.30147357,8.267130089,31.52929494,21.48589773,58.24104235,58.6970684,0.288184438,56.69934641,60.37581699,2.346193952
Marion,10546,10546,10546,10546,10546,10546,10546,10546,6901,6992,7023,6996,7256,7331,7323,7573,7627,1483,4387,2260,2271,4333,3577,2228,4902,3309,0.214896392,0.62743135,0.321799801,0.324614065,0.59716097,,,,,,,3.775743707,8.309496568,4.368798236,1.376612085,6.115055789,4.674099485,4.385590204,8.600313256,4.037648343,-1.230909505,11.73922954,13.13177937,53.13553608,50.23600809,-1.893439014,58.27433628,46.4159292,-7.492311993
Martin,4799,4799,4799,4799,4799,4799,4799,4799,2907,2908,3092,3038,3127,3226,3316,3464,3355,581,1654,1206,1001,1794,1576,1165,2162,1512,0.199862401,0.568775791,0.39003881,0.329493088,0.573712824,,,,,,,7.530949106,19.11966988,10.77710265,4.506363949,14.06948744,9.150757077,4.333764554,8.505821475,3.998760074,8.4643289,30.71342201,20.51282051,72.28915663,100.5163511,16.38361638,30.67993367,25.37313433,-4.060913706
Mason,4012,4012,4012,4012,4012,4012,4012,4012,2821,2832,2869,2902,2962,2946,3025,3158,3178,707,1964,1371,1445,2063,1968,1790,2474,2065,0.250620347,0.693502825,0.477866853,0.49793246,0.696488859,,,,,,,4.59039548,11.51129944,6.617150574,2.871322226,7.231478199,4.238456237,2.683861973,10.77030324,7.875084861,5.040733198,25.96741344,19.92244304,104.3847242,153.1824611,23.87543253,43.54485777,50.61998541,4.928861789
Matagorda,36702,36702,36702,36702,36702,36702,36702,36702,20669,20957,20965,20917,21587,21532,21465,21950,21655,5159,12250,7032,5904,12415,10636,6361,13801,9748,0.249600852,0.584530229,0.33541617,0.28225845,0.575114652,,,,,,,3.006155461,4.738273608,1.68156761,1.199864531,3.851178093,2.619878568,2.704507513,3.291199618,0.571242801,1.346938776,12.66122449,11.16391462,14.4407831,23.29908897,7.740514905,51.25142207,38.62343572,-8.349003385
Maverick,54258,54258,54258,54258,54258,54258,54258,54258,27167,27643,28893,29799,30651,31335,32461,32999,34075,6636,10601,5371,6700,13588,10776,10111,15346,9602,0.244266942,0.383496726,0.185892777,0.22483976,0.443313432,,,,,,,10.88159751,19.37561046,7.660435222,9.688224684,19.48687746,8.933185677,8.451874156,17.93514,8.744215733,28.17658711,44.75992831,12.93788637,0.964436407,52.36588306,50.91044776,100.6330292,78.77490225,-10.89458055
McCulloch,8283,8283,8283,8283,8283,8283,8283,8283,5006,5090,5228,5173,5284,5201,5238,5343,5388,1603,3035,1753,2221,3165,2713,2144,3437,2574,0.320215741,0.596267191,0.33530987,0.429344674,0.598978047,,,,,,,3.811394892,4.970530452,1.11657835,3.335996804,4.634438674,1.256524261,-0.516449885,3.060443764,3.595462411,4.283360791,13.24546952,8.59399684,38.55271366,33.74922021,-3.466906799,54.76326298,46.83399886,-5.123479543
