ID,County,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022
107,Hemphill,3807,3807,3807,3807,3807,3807,3807,3807,2129,2158,2283,2279,2366,2284,2308,2350,2304,885,1509,830,1282,1721,1376,893,1729,1385,0.4157,0.6993,0.3636,0.5625,0.7274,0.6025,0.3869,0.7357,0.6011,9.638554217,8.897126969,-0.67624683,7.045561296,8.407703147,1.272487933,0.043802015,0.919842313,0.875656743,14.0490391,14.57919152,0.46484602,44.85875706,0.903954802,-30.34321373,65.78313253,66.86746988,0.654069767
108,Henderson,78532,78532,78532,78532,78532,78532,78532,78532,47950,48075,49181,48793,50518,51423,52524,54589,58226,9718,27960,17367,17543,30572,26969,14923,36492,28124,0.2027,0.5816,0.3531,0.3595,0.6052,0.5245,0.2841,0.6685,0.483,5.081643266,13.54966199,8.058513797,1.758081335,9.539103233,7.64658865,4.558671031,18.39124865,13.22948875,9.341917024,30.51502146,19.36412404,80.52068327,53.56040338,-14.9347318,55.28876605,61.93931019,4.282694946
109,Hidalgo,774769,774769,774769,774769,774769,774769,774769,774769,275198,284268,320229,321512,338519,362358,379536,391129,417402,53714,141155,83522,77930,176160,153207,82160,222593,143678,0.1952,0.4966,0.2608,0.2424,0.5204,0.4228,0.2165,0.5691,0.3442,19.08445551,37.59163888,15.54122516,16.82933742,37.91379298,18.04722685,13.15589781,30.34484697,15.19050221,24.79897984,57.6940243,26.35842416,45.08321853,52.95826042,5.427948159,83.43310744,72.02413735,-6.219689701
110,Hill,35089,35089,35089,35089,35089,35089,35089,35089,21602,21704,22025,22450,22825,22595,22676,23549,25043,4806,12163,9005,10077,13113,11445,6838,14933,11408,0.2225,0.5604,0.4089,0.4489,0.5745,0.5065,0.3016,0.6341,0.4555,5.164946554,8.500737191,3.17196057,3.925562448,4.971761874,1.006681514,2.587968218,13.70261067,10.83425537,7.810573049,22.77398668,13.87935636,109.6754057,42.28048273,-32.14250273,27.09605775,26.6851749,-0.323285277
111,Hockley,22935,22935,22935,22935,22935,22935,22935,22935,13011,13182,13513,13471,13720,13558,13423,13760,13488,3021,7145,3696,4421,7363,6095,3767,8102,5579,0.2322,0.542,0.2735,0.3282,0.5367,0.4496,0.2806,0.5888,0.4136,4.081323016,4.384767107,0.29154519,3.535469987,3.16655138,-0.356320986,0.333012654,-0.18500703,-0.516300339,3.051084675,13.39398181,10.03666984,46.34227077,24.69381,-14.79303325,64.90800866,50.9469697,-8.465955701
112,Hood,51182,51182,51182,51182,51182,51182,51182,51182,33501,33986,35903,36680,38281,40537,42222,44739,48708,7411,22580,13652,15704,26477,25091,15992,32920,27332,0.2212,0.6644,0.3802,0.4281,0.6916,0.619,0.3788,0.7358,0.5611,12.63755664,31.63949862,16.86998772,9.489268977,26.03205874,15.10905125,12.90699942,35.66554327,20.1568937,17.25863596,45.79273694,24.33432791,111.9012279,115.7873431,1.833927662,83.78992089,100.2050982,8.931489379
113,Hopkins,35161,35161,35161,35161,35161,35161,35161,35161,20562,20786,21486,21766,22495,22618,23163,23896,24706,3210,12753,7735,8074,13804,11927,6107,15999,12352,0.1561,0.6135,0.36,0.3709,0.6136,0.5273,0.2637,0.6695,0.5,8.221880112,14.96199365,6.228050678,5.855461531,12.64954771,6.418267022,5.268546961,14.98650284,9.231585463,8.241198149,25.45283463,15.90118806,151.5264798,90.24922118,-24.36215011,54.19521655,59.68972204,3.563343674
114,Houston,23732,23732,23732,23732,23732,23732,23732,23732,13098,13078,12940,12731,13151,12959,13173,13421,13477,3723,8194,4670,5233,8353,7408,4980,9450,7223,0.2842,0.6265,0.3609,0.411,0.6352,0.5716,0.378,0.7041,0.536,0.558189326,2.622725187,2.053075812,-2.801954497,0.572606505,3.47184039,0.14683153,4.14992272,3.997222008,1.940444227,15.32828899,13.13300611,40.55868923,33.76309428,-4.834702847,58.62955032,54.66809422,-2.497300216
115,Howard,35012,35012,35012,35012,35012,35012,35012,35012,16089,16195,16790,16550,17050,16890,16919,17471,16941,2411,8691,4283,4389,8746,7404,4324,10240,6573,0.1499,0.5366,0.2551,0.2652,0.513,0.4384,0.2556,0.5861,0.388,5.279407224,7.878974992,2.469208211,2.865311704,5.158804152,2.229607251,0.595592615,0.899344848,0.301953819,0.632838569,17.82303532,17.08209467,82.04064703,79.34467026,-1.480975165,72.86948401,53.46719589,-11.22366288
116,Hudspeth,3476,3476,3476,3476,3476,3476,3476,3476,1597,1632,1739,1729,1840,1920,1998,2079,2086,492,863,480,452,871,928,525,1157,920,0.3081,0.5288,0.276,0.2614,0.4734,0.4833,0.2628,0.5565,0.441,12.74509804,27.38970588,12.98913043,8.265497808,25.10958046,15.55812608,10.40828062,19.95399655,8.645833333,0.926998841,34.06720742,32.8358209,-8.130081301,6.707317073,16.15044248,93.33333333,91.66666667,-0.862068966
117,Hunt,86129,86129,86129,86129,86129,86129,86129,86129,46799,47328,49123,49930,52405,54928,56173,59301,64313,10482,28248,16440,16659,32062,28608,16361,38797,30631,0.224,0.5969,0.3347,0.3336,0.6118,0.5208,0.2913,0.6542,0.4763,10.72726504,25.29792089,13.15904971,6.690313896,20.03034253,12.50350491,11.817275,30.92237852,17.0860035,13.50184084,37.34423676,21.00617553,58.92959359,56.08662469,-1.788822859,74.01459854,86.31995134,7.071448546
118,Hutchinson,22150,22150,22150,22150,22150,22150,22150,22150,13544,13572,13433,13344,13616,13462,13321,13504,13324,2778,7928,4496,5381,8157,6657,4914,8815,6095,0.2051,0.5841,0.3347,0.4033,0.5991,0.4945,0.3689,0.6528,0.4574,0.324196876,-0.501031536,-0.822561692,-1.476668636,-1.646485529,-0.17236211,0.21588625,-0.811434527,-1.025107711,2.888496468,11.18819374,8.066691185,93.70050396,76.88984881,-8.678684259,48.06494662,35.56494662,-8.44224125
119,Irion,1599,1599,1599,1599,1599,1599,1599,1599,1262,1284,1313,1308,1338,1303,1267,1295,1229,544,790,440,456,779,740,542,897,699,0.4311,0.6153,0.3351,0.3486,0.5822,0.5679,0.4278,0.6927,0.5688,4.205607477,0.856697819,-3.213751868,3.645007924,0.396196513,-3.134556575,-0.761614623,-6.397562833,-5.679201842,-1.392405063,13.5443038,15.14762516,-16.17647059,-0.367647059,18.85964912,68.18181818,58.86363636,-5.540540541
120,Jack,9044,9044,9044,9044,9044,9044,9044,9044,4737,4701,4794,4897,5077,5045,5076,5251,5607,819,2966,1752,2081,3396,2819,2048,3792,3003,0.1729,0.6309,0.3655,0.425,0.6689,0.5588,0.4035,0.7221,0.5356,7.998298234,11.69963837,3.4272208,3.377665189,7.156428119,3.655299163,5.235711306,16.95869837,11.13974232,14.49763992,27.84895482,11.66077739,154.0903541,150.0610501,-1.585776069,60.90182648,71.40410959,6.527137283
121,Jackson,14075,14075,14075,14075,14075,14075,14075,14075,8543,8679,8799,8794,9097,9137,9170,9456,9542,1587,5021,2947,3127,5325,4766,2912,6367,4613,0.1858,0.5785,0.3349,0.3556,0.5854,0.5216,0.3176,0.6733,0.4834,4.816223067,8.952644314,3.946355942,2.938077959,7.339342151,4.275642484,3.841345607,8.44414138,4.432527088,6.054570803,26.80740888,19.56807512,97.0384373,83.49086326,-6.875599616,61.7237869,56.53206651,-3.210239194
122,Jasper,35710,35710,35710,35710,35710,35710,35710,35710,21098,21526,22333,23205,23624,22744,22605,23353,23730,4842,13643,7142,7330,13491,11960,7591,15732,11458,0.2295,0.6338,0.3198,0.3159,0.5711,0.5259,0.3358,0.6737,0.4828,9.746353247,8.487410573,-1.147138503,9.9867286,7.142857143,-2.585649644,1.840325975,6.255317244,4.335209286,-1.114124459,15.31188155,16.61107405,51.38372573,56.77406031,3.560709413,67.46009521,60.43125175,-4.197324415
123,Jeff Davis,2342,2342,2342,2342,2342,2342,2342,2342,1545,1513,1682,1580,1654,1715,1623,1664,1564,693,1191,1051,806,1216,1177,807,1307,1054,0.4485,0.7872,0.6249,0.5101,0.7352,0.6863,0.4972,0.7855,0.6739,9.319233311,9.980171844,0.604594921,2.265372168,5.048543689,2.721518987,1.961950059,-7.015457788,-8.804664723,2.099076406,9.739714526,7.483552632,16.30591631,16.45021645,0.124069479,11.9885823,0.285442436,-10.45029737
124,Jefferson,252273,252273,252273,252273,252273,252273,252273,252273,141224,141929,145993,145753,149203,147651,147132,149094,148045,27168,88542,53709,41219,88872,74831,34604,95469,62806,0.1924,0.6238,0.3679,0.2828,0.5956,0.5068,0.2352,0.6403,0.4242,5.12509776,5.048298797,-0.073054831,3.206961989,4.183424914,0.946121178,1.135670888,1.405546841,0.266845467,0.372704479,7.823405841,7.423035377,51.71893404,27.37043581,-16.04842427,39.32674226,16.93757098,-16.06954337
125,Jim Hogg,5300,5300,5300,5300,5300,5300,5300,5300,3687,3775,3854,3880,3942,3818,3820,3795,3701,1727,1697,734,2191,2186,1510,1244,2093,1646,0.4684,0.4495,0.1905,0.5647,0.5545,0.3955,0.3257,0.5515,0.4447,4.42384106,0.529801325,-3.729071537,5.234608082,3.607268782,-1.546391753,-0.934094447,-3.969901401,-3.06443164,28.81555687,23.33529758,-4.254345837,26.86740012,-27.96757383,-43.22227293,105.7220708,124.2506812,9.006622517
126,Jim Wells,40838,40838,40838,40838,40838,40838,40838,40838,25048,25249,25665,25785,26511,26349,26355,26581,26590,6781,11167,5870,9650,12555,10036,5961,13865,9725,0.2707,0.4423,0.2287,0.3742,0.4736,0.3809,0.2262,0.5216,0.3657,4.998217751,5.275456454,0.264041341,2.942350687,5.217981476,2.210587551,2.665108124,3.604130138,0.914645717,12.42947972,24.16047282,10.43409,42.30939389,-12.09261171,-38.22797927,70.97103918,65.67291312,-3.098844161
127,Johnson,150934,150934,150934,150934,150934,150934,150934,150934,78353,79269,84074,85790,91876,96882,100546,106212,116702,11587,48840,29284,29275,58102,52650,23717,72440,56092,0.1479,0.6161,0.3483,0.3412,0.6324,0.5434,0.2359,0.682,0.4806,15.90407347,33.98932748,15.60363969,9.491659541,28.32437813,17.20013988,15.23419844,38.80866855,20.45787659,18.96396396,48.32104832,24.67729166,152.6538362,104.6862864,-18.98548249,79.79101216,91.54487092,6.537511871
128,Jones,20202,20202,20202,20202,20202,20202,20202,20202,9756,9778,9885,9857,10100,9932,9288,9623,10297,1229,5619,3379,3736,5990,4996,3177,6747,5007,0.126,0.5747,0.3418,0.379,0.5931,0.503,0.3421,0.7011,0.4863,3.293106975,-1.585191246,-4.722772277,1.035260353,-4.79704797,-5.772547428,0.475467881,4.167931209,3.674989932,6.602598327,20.0747464,12.63772955,203.9869813,158.5028478,-14.96252677,47.85439479,48.17993489,0.220176141
129,Karnes,14824,14824,14824,14824,14824,14824,14824,14824,7599,7699,7816,7762,7934,8019,8125,8325,8347,2198,4181,2589,2629,4281,4149,2400,5254,3856,0.2892,0.5431,0.3312,0.3387,0.5396,0.5174,0.2954,0.6311,0.462,3.05234446,8.130926094,4.928157298,2.145019081,6.921963416,4.676629735,2.597236438,6.793756397,4.090285572,2.391772303,25.66371681,22.7283345,19.60873521,9.190172884,-8.710536326,60.25492468,48.93781383,-7.061942637
130,Kaufman,103350,103350,103350,103350,103350,103350,103350,103350,56796,57680,61605,63530,67608,72156,75783,81757,93613,9569,35269,20580,20763,41849,38464,20694,56957,43015,0.1685,0.6115,0.3341,0.3268,0.619,0.5331,0.2731,0.6967,0.4595,17.21220527,41.74237171,20.92799669,11.85646877,33.43017114,19.28695105,17.12685659,51.95682169,29.73695881,18.65661062,61.49309592,36.10122106,116.9819208,116.2608423,-0.332321919,86.89990282,109.0136054,11.83184276
131,Kendall,33410,33410,33410,33410,33410,33410,33410,33410,24741,24993,26733,27659,29072,30465,31676,33731,36478,7188,17890,11945,11329,20435,19859,9758,26576,22587,0.2905,0.7158,0.4468,0.4096,0.7029,0.6519,0.3081,0.7879,0.6192,16.32056976,34.9617893,16.02572922,11.79418779,28.03039489,14.52330164,13.96027382,36.45307298,19.73740358,14.22582448,48.55226383,30.05138243,57.6099054,35.7540345,-13.86706682,66.25366262,89.09167015,13.73684476
132,Kenedy,416,416,416,416,416,416,416,416,359,360,346,308,318,303,293,292,297,164,172,125,150,186,205,144,211,162,0.4568,0.4778,0.3613,0.487,0.5849,0.6766,0.4915,0.7226,0.5455,-11.66666667,-18.88888889,-8.176100629,-14.20612813,-18.38440111,-4.87012987,-12.42774566,-14.16184971,-1.98019802,8.139534884,22.6744186,13.44086022,-8.536585366,-12.19512195,-4,64,29.6,-20.97560976
133,Kent,808,808,808,808,808,808,808,808,619,613,611,603,615,579,591,595,587,145,405,307,289,434,344,237,481,351,0.2342,0.6607,0.5025,0.4793,0.7057,0.5941,0.401,0.8084,0.598,0.326264274,-2.936378467,-3.25203252,-2.584814216,-4.523424879,-1.990049751,-5.237315876,-3.927986907,1.381692573,7.160493827,18.7654321,10.82949309,99.31034483,63.44827586,-17.99307958,12.05211726,14.33224756,2.034883721
134,Kerr,49625,49625,49625,49625,49625,49625,49625,49625,31687,31883,32646,33385,34639,35559,36082,37649,39002,9289,21879,14936,14171,23297,22215,13336,27889,22604,0.2931,0.6862,0.4575,0.4245,0.6726,0.6247,0.3696,0.7408,0.5796,8.644105009,18.08487282,8.689627299,5.358664437,13.87004134,8.078478359,8.922992097,19.46946027,9.682499508,6.481100599,27.46926276,19.71069236,52.5567876,43.56766067,-5.892315292,48.73460096,51.3390466,1.751069097
135,Kimble,4607,4607,4607,4607,4607,4607,4607,4607,2881,2900,2877,2840,2916,2885,2982,3102,3169,1397,1892,1231,1182,1978,1720,1437,2292,1881,0.4849,0.6524,0.4279,0.4162,0.6783,0.5962,0.4819,0.7389,0.5936,0.551724138,6.965517241,6.378600823,-1.423116973,3.505727178,5,0.278067431,10.14946124,9.844020797,4.545454545,21.14164905,15.87462083,-15.39012169,2.863278454,21.57360406,39.72380179,52.80259951,9.360465116
136,King,286,286,286,286,286,286,286,286,182,181,186,188,202,183,175,182,158,63,145,94,117,159,131,115,159,103,0.3462,0.8011,0.5054,0.6223,0.7871,0.7158,0.6571,0.8736,0.6519,11.60220994,0.552486188,-9.900990099,3.296703297,-3.846153846,-6.914893617,-1.612903226,-15.05376344,-13.66120219,9.655172414,9.655172414,0,85.71428571,82.53968254,-1.709401709,39.36170213,9.574468085,-21.3740458
137,Kinney,3598,3598,3598,3598,3598,3598,3598,3598,2301,2320,2295,2200,2246,2238,2216,2263,2178,760,1426,1212,873,1432,1203,1015,1628,1205,0.3303,0.6147,0.5281,0.3968,0.6376,0.5375,0.458,0.7194,0.5533,-3.189655172,-2.456896552,0.756901158,-4.389395915,-3.694046067,0.727272727,-2.483660131,-5.098039216,-2.680965147,0.420757363,14.1654979,13.68715084,14.86842105,33.55263158,16.26575029,-0.742574257,-0.577557756,0.166251039
138,Kleberg,32061,32061,32061,32061,32061,32061,32061,32061,16397,16535,17405,17261,18009,18060,18121,18692,18599,3266,9013,5797,4791,9679,8685,4341,11186,7683,0.1992,0.5451,0.3331,0.2776,0.5375,0.4809,0.2396,0.5984,0.4131,8.914423949,13.04505594,3.79254817,5.269256571,10.51411844,4.982330108,3.763286412,6.860097673,2.984496124,7.389326528,24.10961944,15.56979027,46.69320269,32.91488059,-9.392611146,49.81887183,32.53406935,-11.53713299
139,Knox,3719,3719,3719,3719,3719,3719,3719,3719,2236,2263,2372,2390,2444,2418,2373,2382,2176,230,1510,900,807,1367,1097,875,1456,1045,0.1029,0.6673,0.3794,0.3377,0.5593,0.4537,0.3687,0.6113,0.4802,7.998232435,5.258506407,-2.536824877,6.887298748,6.127012522,-0.711297071,1.939291737,-8.26306914,-10.0082713,-9.470198675,-3.57615894,6.510607169,250.8695652,280.4347826,8.426270136,21.88888889,16.11111111,-4.740200547
140,La Salle,6886,6886,6886,6886,6886,6886,6886,6886,3935,3950,4100,4107,4170,4281,4365,4436,4317,1373,1673,868,1100,2109,1504,1357,2439,1469,0.3489,0.4235,0.2117,0.2678,0.5058,0.3513,0.3109,0.5498,0.3403,5.569620253,12.30379747,6.378896882,4.371029225,10.92757306,6.281957633,4.414634146,5.292682927,0.840925018,26.06096832,45.78601315,15.64722617,-19.88346686,-1.165331391,23.36363636,73.2718894,69.23963134,-2.32712766
141,Lamar,49793,49793,49793,49793,49793,49793,49793,49793,27979,28116,29766,30080,31030,31449,31391,32351,32252,7862,17294,11022,11592,18823,16639,8928,21410,15402,0.281,0.6151,0.3703,0.3854,0.6066,0.5291,0.2844,0.6618,0.4776,10.36420543,15.06259781,4.25717048,7.509203331,12.19486043,4.35837766,5.654101996,8.351810791,2.553340329,8.841216607,23.80016191,13.74382405,47.44339863,13.55889087,-22.98136646,50.96171294,39.73870441,-7.434341006
142,Lamb,13977,13977,13977,13977,13977,13977,13977,13977,8320,8314,8318,8067,8303,8048,7943,8067,7855,1301,4111,2120,2920,4003,3478,2023,4445,3088,0.1564,0.4945,0.2549,0.362,0.4821,0.4322,0.2547,0.551,0.3931,-0.132306952,-2.970892471,-2.84234614,-3.040865385,-4.53125,-1.537126565,-3.24597259,-5.566241885,-2.398111332,-2.62709803,8.124543907,11.04171871,124.4427364,55.49577248,-30.71917808,64.05660377,45.66037736,-11.213341
143,Lampasas,19677,19677,19677,19677,19677,19677,19677,19677,12503,12537,13088,13173,13786,13992,14508,15396,15896,1954,7322,4698,4413,8413,7590,3872,10431,8280,0.1563,0.584,0.359,0.335,0.6103,0.5425,0.2669,0.6775,0.5209,9.962510968,22.80449868,11.67851443,5.358713909,16.03615132,10.13436575,6.907090465,21.45476773,13.60777587,14.90030046,42.46107621,23.98668727,125.8444217,98.15762538,-12.25923408,61.55810983,76.24521073,9.090909091
144,Lavaca,19263,19263,19263,19263,19263,19263,19263,19263,12831,12862,13131,13051,13259,13137,13297,13622,14000,2622,8372,5060,4639,8733,7765,4628,10242,8236,0.2043,0.6509,0.3853,0.3555,0.6586,0.5911,0.348,0.7519,0.5883,3.086611724,5.908878868,2.737763029,1.714597459,3.631829164,1.884913033,0.045693397,6.617927043,6.56923194,4.311992355,22.33635929,17.27928547,76.92601068,76.5064836,-0.237120069,53.45849802,62.76679842,6.06567933
145,Lee,16612,16612,16612,16612,16612,16612,16612,16612,9278,9361,9876,9955,10294,10384,10643,11121,11553,1730,6240,4285,3836,6558,5852,3690,8122,6309,0.1865,0.6666,0.4339,0.3853,0.6371,0.5636,0.3467,0.7303,0.5461,9.96688388,18.80141011,8.033806101,7.296831214,14.71222246,6.91109995,5.143782908,16.98055893,11.25770416,5.096153846,30.16025641,23.84873437,121.734104,113.2947977,-3.806047967,36.56942824,47.23453909,7.809295967
146,Leon,16801,16801,16801,16801,16801,16801,16801,16801,10588,10697,10885,10922,11166,11071,11291,11684,11892,3895,6960,4275,4240,7484,6606,4528,8722,6897,0.3679,0.6506,0.3927,0.3882,0.6702,0.5967,0.401,0.7465,0.58,4.384406843,9.226886043,4.63908293,3.154514545,6.639591991,3.378502106,1.708773542,9.251263206,7.415770933,7.528735632,25.31609195,16.54195617,8.857509628,16.25160462,6.79245283,54.52631579,61.33333333,4.405086285
147,Liberty,75643,75643,75643,75643,75643,75643,75643,75643,41817,42099,42329,41728,43674,43898,44987,46542,49920,8462,22982,12654,13360,24456,20701,12003,29335,19854,0.2024,0.5459,0.2989,0.3202,0.56,0.4716,0.2668,0.6303,0.3977,3.741181501,10.55369486,6.566836104,-0.212832102,7.580649018,7.810103528,3.706678636,17.93333176,13.71816484,6.413715081,27.64337307,19.95011449,57.88229733,41.84589931,-10.15718563,63.59253991,56.89900427,-4.091589778
148,Limestone,23384,23384,23384,23384,23384,23384,23384,23384,13145,13188,13410,13254,13662,13580,13563,13965,13959,2573,7654,4314,4523,7828,6957,5274,9097,6869,0.1957,0.5804,0.3217,0.3413,0.573,0.5123,0.3889,0.6514,0.4921,3.594176524,5.891719745,2.217830479,0.829212628,3.179916318,2.331371661,1.267710664,4.093959732,2.790868925,2.273321139,18.85288738,16.2110373,75.78701904,104.9747377,16.60402388,61.26564673,59.22577654,-1.264913037
149,Lipscomb,3302,3302,3302,3302,3302,3302,3302,3302,1868,1903,1981,2014,2047,1986,1963,1972,1901,702,1192,888,1069,1354,1084,877,1358,982,0.3758,0.6264,0.4483,0.5308,0.6615,0.5458,0.4468,0.6886,0.5166,7.566999475,3.625853915,-3.663898388,7.815845824,5.085653105,-2.532274081,0.252397779,-4.038364462,-4.279959718,13.59060403,13.9261745,0.295420975,52.27920228,24.92877493,-17.96071094,22.07207207,10.58558559,-9.409594096
150,Live Oak,11531,11531,11531,11531,11531,11531,11531,11531,6986,7013,7085,7023,7260,7203,7309,7572,7678,1223,4138,2461,2452,4302,3664,2163,5068,4024,0.1751,0.59,0.3474,0.3491,0.5926,0.5087,0.2959,0.6693,0.5241,3.522030515,7.970911165,4.297520661,0.52963069,4.62353278,4.072333761,1.665490473,8.369795342,6.594474525,3.963267279,22.47462542,17.80567178,100.4905969,76.86017989,-11.7862969,48.88256806,63.51076798,9.825327511
151,Llano,19301,19301,19301,19301,19301,19301,19301,19301,13748,13905,14442,14580,15154,15603,15761,16656,17543,4142,9699,7135,6710,10630,10276,6412,12740,11037,0.3013,0.6975,0.494,0.4602,0.7015,0.6586,0.4068,0.7649,0.6291,8.982380439,19.78425027,9.911574502,6.051789351,14.64212976,8.100137174,8.039052763,21.47209528,12.43350638,9.598927725,31.35374781,19.8494826,61.99903428,54.8044423,-4.441132638,44.02242467,54.68815697,7.405605294
152,Loving,82,82,82,82,82,82,82,82,120,118,122,110,110,121,113,111,109,27,64,42,47,66,56,38,66,78,0.225,0.5424,0.3443,0.4273,0.6,0.4628,0.3363,0.5946,0.7156,-6.779661017,-5.93220339,0.909090909,-8.333333333,-5.833333333,2.727272727,-0.819672131,-10.6557377,-9.917355372,3.125,3.125,0,74.07407407,40.74074074,-19.14893617,33.33333333,85.71428571,39.28571429
153,Lubbock,278831,278831,278831,278831,278831,278831,278831,278831,148679,149985,157067,157694,166450,175515,176827,183220,187890,28057,92399,47632,53251,99020,91610,44689,120831,83773,0.1887,0.6161,0.3033,0.3377,0.5949,0.5219,0.2527,0.6595,0.4459,10.97776444,22.15888255,10.07509763,6.063398328,18.93206169,12.13299174,11.74530614,19.62410946,7.050679429,7.165661966,30.77089579,22.02686326,89.79577289,59.27932423,-16.07857129,92.3286866,75.87546187,-8.554742932
154,Lynn,5915,5915,5915,5915,5915,5915,5915,5915,3795,3799,3864,3770,3879,3919,3934,4016,4100,665,1958,1211,1405,2019,1702,1116,2312,1732,0.1752,0.5154,0.3134,0.3727,0.5205,0.4343,0.2837,0.5757,0.4224,2.10581732,5.712029481,3.531838103,-0.658761528,3.662714097,4.350132626,1.423395445,6.107660455,4.618525134,3.115423902,18.07967314,14.51213472,111.2781955,67.81954887,-20.56939502,40.54500413,43.02229562,1.762632197
155,Madison,13664,13664,13664,13664,13664,13664,13664,13664,6420,6479,6945,6948,7193,7397,7555,7806,8159,1535,4028,2448,2429,4361,3836,2436,5298,3926,0.2391,0.6217,0.3525,0.3496,0.6063,0.5186,0.3224,0.6787,0.4812,11.02021917,20.4815558,8.522174336,8.224299065,17.67912773,8.736327001,6.508279338,17.48020158,10.30147357,8.267130089,31.52929494,21.48589773,58.24104235,58.6970684,0.288184438,56.69934641,60.37581699,2.346193952
156,Marion,10546,10546,10546,10546,10546,10546,10546,10546,6901,6992,7023,6996,7256,7331,7323,7573,7627,1483,4387,2260,2271,4333,3577,2228,4902,3309,0.2149,0.6274,0.3218,0.3246,0.5972,0.4879,0.3042,0.6473,0.4339,3.775743707,8.309496568,4.368798236,1.376612085,6.115055789,4.674099485,4.385590204,8.600313256,4.037648343,-1.230909505,11.73922954,13.13177937,53.13553608,50.23600809,-1.893439014,58.27433628,46.4159292,-7.492311993
157,Martin,4799,4799,4799,4799,4799,4799,4799,4799,2907,2908,3092,3038,3127,3226,3316,3464,3355,581,1654,1206,1001,1794,1576,1165,2162,1512,0.1999,0.5688,0.39,0.3295,0.5737,0.4885,0.3513,0.6241,0.4507,7.530949106,19.11966988,10.77710265,4.506363949,14.06948744,9.150757077,4.333764554,8.505821475,3.998760074,8.4643289,30.71342201,20.51282051,72.28915663,100.5163511,16.38361638,30.67993367,25.37313433,-4.060913706
158,Mason,4012,4012,4012,4012,4012,4012,4012,4012,2821,2832,2869,2902,2962,2946,3025,3158,3178,707,1964,1371,1445,2063,1968,1790,2474,2065,0.2506,0.6935,0.4779,0.4979,0.6965,0.668,0.5917,0.7834,0.6498,4.59039548,11.51129944,6.617150574,2.871322226,7.231478199,4.238456237,2.683861973,10.77030324,7.875084861,5.040733198,25.96741344,19.92244304,104.3847242,153.1824611,23.87543253,43.54485777,50.61998541,4.928861789
159,Matagorda,36702,36702,36702,36702,36702,36702,36702,36702,20669,20957,20965,20917,21587,21532,21465,21950,21655,5159,12250,7032,5904,12415,10636,6361,13801,9748,0.2496,0.5845,0.3354,0.2823,0.5751,0.494,0.2963,0.6287,0.4502,3.006155461,4.738273608,1.68156761,1.199864531,3.851178093,2.619878568,2.704507513,3.291199618,0.571242801,1.346938776,12.66122449,11.16391462,14.4407831,23.29908897,7.740514905,51.25142207,38.62343572,-8.349003385
160,Maverick,54258,54258,54258,54258,54258,54258,54258,54258,27167,27643,28893,29799,30651,31335,32461,32999,34075,6636,10601,5371,6700,13588,10776,10111,15346,9602,0.2443,0.3835,0.1859,0.2248,0.4433,0.3439,0.3115,0.465,0.2818,10.88159751,19.37561046,7.660435222,9.688224684,19.48687746,8.933185677,8.451874156,17.93514,8.744215733,28.17658711,44.75992831,12.93788637,0.964436407,52.36588306,50.91044776,100.6330292,78.77490225,-10.89458055
161,McCulloch,8283,8283,8283,8283,8283,8283,8283,8283,5006,5090,5228,5173,5284,5201,5238,5343,5388,1603,3035,1753,2221,3165,2713,2144,3437,2574,0.3202,0.5963,0.3353,0.4293,0.599,0.5216,0.4093,0.6433,0.4777,3.811394892,4.970530452,1.11657835,3.335996804,4.634438674,1.256524261,-0.516449885,3.060443764,3.595462411,4.283360791,13.24546952,8.59399684,38.55271366,33.74922021,-3.466906799,54.76326298,46.83399886,-5.123479543
162,McLennan,234906,234906,234906,234906,234906,234906,234906,234906,123061,124007,128740,129055,136082,138970,143489,149123,186494,23944,74560,44362,39360,80544,75787,37887,98898,72956,0.1946,0.6013,0.3446,0.305,0.5919,0.5453,0.264,0.6632,0.3912,9.737353536,20.25369536,9.583192487,4.870755154,16.59989761,11.18437875,7.946248252,44.86096007,34.19730877,8.025751073,32.64216738,22.7875447,64.38356164,58.23170732,-3.742378049,70.83765385,64.456066,-3.735469144
